item,itemLabel,parentTaxon
http://www.wikidata.org/entity/Q857305,美濃加茂市,212113
http://www.wikidata.org/entity/Q640925,御嵩町,215210
http://www.wikidata.org/entity/Q605256,島田市,222097
http://www.wikidata.org/entity/Q1207973,西区,231045
http://www.wikidata.org/entity/Q780521,中村区,231053
http://www.wikidata.org/entity/Q209683,常滑市,232165
http://www.wikidata.org/entity/Q1203404,笠置町,263648
http://www.wikidata.org/entity/Q490514,東淀川区,271144
http://www.wikidata.org/entity/Q1042014,東区,271438
http://www.wikidata.org/entity/Q665097,箕面市,272205
http://www.wikidata.org/entity/Q200078,岡山市,331007
http://www.wikidata.org/entity/Q47084,春日市,402184
http://www.wikidata.org/entity/Q1184473,南小国町,434230
http://www.wikidata.org/entity/Q1208526,御船町,434418
http://www.wikidata.org/entity/Q847602,西之表市,462136
http://www.wikidata.org/entity/Q730546,さつま町,463922
http://www.wikidata.org/entity/Q145373,座間味村,473545
http://www.wikidata.org/entity/Q1210124,浜頓別町,015121
http://www.wikidata.org/entity/Q376023,春日部市,112143
http://www.wikidata.org/entity/Q80011,千葉県,120006
http://www.wikidata.org/entity/Q237683,青梅市,132055
http://www.wikidata.org/entity/Q1204145,富士見町,203629
http://www.wikidata.org/entity/Q1204291,輪之内町,213829
http://www.wikidata.org/entity/Q850515,湖西市,222216
http://www.wikidata.org/entity/Q1203880,河合町,294276
http://www.wikidata.org/entity/Q1205957,上勝町,363022
http://www.wikidata.org/entity/Q1271483,琴平町,374032
http://www.wikidata.org/entity/Q1018717,内子町,384224
http://www.wikidata.org/entity/Q1156499,土佐町,393631
http://www.wikidata.org/entity/Q1202856,多良間村,473758
http://www.wikidata.org/entity/Q1203698,榛東村,103446
http://www.wikidata.org/entity/Q1357267,和寒町,014648
http://www.wikidata.org/entity/Q658058,和光市,112291
http://www.wikidata.org/entity/Q850344,坂戸市,112399
http://www.wikidata.org/entity/Q873528,山武市,122378
http://www.wikidata.org/entity/Q1155280,名東区,231151
http://www.wikidata.org/entity/Q463171,半田市,232050
http://www.wikidata.org/entity/Q389495,豊川市,232076
http://www.wikidata.org/entity/Q1346907,高野町,303445
http://www.wikidata.org/entity/Q1350752,木城町,454044
http://www.wikidata.org/entity/Q1208563,南大隅町,464911
http://www.wikidata.org/entity/Q1205992,宇検村,465241
http://www.wikidata.org/entity/Q371446,豊見城市,472123
http://www.wikidata.org/entity/Q478272,七ヶ浜町,044041
http://www.wikidata.org/entity/Q647079,秩父市,112071
http://www.wikidata.org/entity/Q1345299,長瀞町,113638
http://www.wikidata.org/entity/Q214056,江戸川区,131237
http://www.wikidata.org/entity/Q1192964,保土ケ谷区,141062
http://www.wikidata.org/entity/Q1153916,栄区,141151
http://www.wikidata.org/entity/Q1205359,中原区,141330
http://www.wikidata.org/entity/Q711707,東区,151025
http://www.wikidata.org/entity/Q858369,Tōkamachi-shi,152102
http://www.wikidata.org/entity/Q1204817,宝達志水町,173860
http://www.wikidata.org/entity/Q1321824,上京区,261025
http://www.wikidata.org/entity/Q1203237,精華町,263664
http://www.wikidata.org/entity/Q1345650,広川町,303623
http://www.wikidata.org/entity/Q1354841,北山村,304271
http://www.wikidata.org/entity/Q601137,筑後市,402117
http://www.wikidata.org/entity/Q1350888,長島町,464040
http://www.wikidata.org/entity/Q928820,今金町,013706
http://www.wikidata.org/entity/Q1203523,甘楽町,103845
http://www.wikidata.org/entity/Q335427,木更津市,122068
http://www.wikidata.org/entity/Q637928,君津市,122254
http://www.wikidata.org/entity/Q233903,目黒区,131105
http://www.wikidata.org/entity/Q975797,瑞穂町,133035
http://www.wikidata.org/entity/Q1346527,神津島村,133647
http://www.wikidata.org/entity/Q1132074,中央区,141526
