raw_remote_id,name,kana,elevation_m,unified_poi_id,description_text
2-2,前朝日,まえあさひ,2210,7723,
2-3,イブリ山,いぶりやま,1791,7722,
2-4,横山,よこやま,1053,7727,
2-5,赤男山,あかおとこやま,2190,7725,
2-6,雪倉岳,ゆきくらだけ,2610.9,460,
2-7,鉢ヶ岳,はちがたけ,2563,461,
2-8,三国境,さんごくざかい,2751,18188,
2-9,猪頭山,いのがしらやま,1353,7721,
2-10,瘤杉山,こぶすぎやま,1353.2,7726,
2-11,瓢山,ふくべやま,1261.4,27386,
2-12,森石山,もりいしやま,1106,7718,
2-13,臥牛山,ねうしやま,840,20824,
2-14,白馬岳,しろうまだけ,2932.2,465,
2-15,旭岳,あさひだけ,2867,466,
2-16,裏旭岳,うらあさひだけ,2733,18539,
2-17,小旭岳,こあさひだけ,2636,19219,
2-18,清水岳,しょうずだけ,2603,467,
2-19,猫又山,ねこまたやま,2308,7728,
2-20,突坂山,とっさかやま,1503.7,7729,
2-21,不帰岳,かえらずだけ,2053.5,7701,
2-22,荒山,あらやま,1600,27385,
2-23,百貫山,ひゃっかんやま,1969.8,7704,
2-24,名剣山,めいけんやま,1906,7706,
2-25,東鐘釣山,ひがしかねつりやま,759,7702,
2-26,丸山,まるやま,2768,20878,
2-27,杓子岳,しゃくしだけ,2812,468,
2-28,鑓ヶ岳,やりがたけ,2903.1,469,
2-29,中背山,なかせやま,2074.7,7705,
2-30,天狗ノ頭,てんぐのあたま,2812,20085,
2-31,不帰嶮,かえらずのけん,2614,2905,
2-32,唐松岳,からまつだけ,2695.8,470,
2-33,大黒岳,だいこくだけ,2390,2908,
2-34,餓鬼山,がきやま,2127.9,7708,
2-35,下餓鬼,しもがき,1668.7,27388,
2-36,奥鐘山,おくかねやま,1543,7707,
2-37,坊主山,ぼうずやま,1667.9,27389,
2-38,僧ヶ岳,そうがだけ,1855.4,492,
2-39,前僧ヶ岳,まえそうがだけ,1775,20796,
2-40,烏帽子山,えぼしやま,1274.2,7719,
2-41,鋲ヶ岳,びょうがだけ,861.1,7716,
2-42,小鹿熊山,おがくまさん,571.5,7717,
2-43,小原山,おはらやま,638,27390,
2-44,三ツ倉山,みつくらやま,1480.5,25419,
2-45,高倉山,たかくらやま,1053,27391,
2-46,赤瀬良山,あかせらやま,824.7,27392,
2-47,成谷山,なるたんやま,1600,20317,
2-48,伊折山,いおりやま,1350,18368,標高を修正
2-49,七尾山,ななおやま,695,27393,
2-50,駒ヶ岳,こまがだけ,2002.5,7695,
2-51,北駒ヶ岳,きたこまがだけ,1914,24137,
2-52,滝倉山,たきくらやま,2029,7696,
2-53,サンナビキ山,さんなびきやま,1949.2,19469,
2-54,西鐘釣山,にしかねつりやま,740,7703,
2-55,ウドノ頭,うどのずこ,1967,18534,
2-56,西谷ノ頭,にしだんのずこ,1922,20342,
2-57,毛勝山,けかちやま,2414.4,493,
2-58,モモアセ山,ももあせやま,1479.1,28650,新規
2-59,大明神山,だいみょうじんやま,2082.6,7697,
2-60,大沼山,おおぬまやま,1404,28651,新規
2-61,釜谷山,かまたんやま,2415,7699,
2-62,猫又山,ねこまたやま,2378,494,
2-63,大猫山,おおねこやま,2100,18689,標高を修正
2-64,鬼場倉ノ頭,おんばくらのずこ,1969,22485,
2-65,刈安山,かりやすやま,1689.9,27394,
2-66,土倉山,どくらやま,1384,20028,
2-67,大倉山,おおくらやま,1443,18616,
2-68,カクレ山,かくれやま,1325,27395,
2-69,濁谷山,にごりだんやま,1238,20328,
3-1,白岳,しらだけ,2541,2271,
3-2,五龍岳,ごりゅうだけ,2814.1,471,
3-3,東谷山,ひがしだんやま,2380,7613,
3-4,鹿島槍ヶ岳北峰,かしまやりがたけほっぽう,2842,2281,
3-5,鹿島槍ヶ岳,かしまやりがたけ,2889.1,472,
3-6,牛首山,うしくびやま,2553,7618,
3-7,布引山,ぬのびきやま,2683,7614,
3-8,爺ヶ岳,じいがたけ,2669.8,473,
3-9,岩小屋沢岳,いわごやざわだけ,2630.3,474,
3-10,鳴沢岳,なるさわだけ,2641,475,
3-11,赤沢岳,あかざわだけ,2677.8,476,
3-12,スバリ岳,すばりだけ,2752,477,
3-13,針ノ木岳,はりのきだけ,2820.6,478,
3-14,蓮華岳,れんげだけ,2798.6,479,
3-15,北葛岳,きたくずだけ,2551,480,
3-16,七倉岳,ななくらだけ,2509,20286,
3-17,船窪岳,ふなくぼだけ,2459,7572,
3-18,北仙人山,きたせんにんやま,2199.1,7617,
3-19,仙人山,せんにんやま,2211,7616,
3-20,南仙人山,みなみせんにんやま,2173.1,20972,
3-21,黒部別山,くろべべっさん,2353,7615,
3-22,黒部別山北峰,くろべべっさんほっぽう,2284.3,7610,
3-23,黒部別山南峰,くろべべっさんなんぽう,2300.3,7611,
3-24,大タテガビン,おおたてがびん,2076,7612,
3-25,丸山,まるやま,2048,7569,
3-26,丸山北峰,まるやまほっぽう,2023,27653,
3-27,丸山南峰,まるやまなんぽう,1981.3,27654,
3-28,赤谷山,あかたんやま,2260,7603,
3-29,白萩山,しらはぎやま,2269,19610,
3-30,赤ハゲ山,あかはげやま,2330,7598,
3-31,白ハゲ山,しらはげやま,2387.5,7599,
3-32,池ノ平山,いけのたいらやま,2561,495,
3-33,小窓ノ王,こまどのおう,2760,19345,
3-34,剱岳,つるぎだけ,2998,496,
3-35,前剱,まえつるぎ,2813,7605,
3-36,一服剱,いっぷくつるぎ,2618,18429,
3-37,剱御前,つるぎごぜん,2792,498,
3-38,奥大日岳,おくだいにちだけ,2611,499,最高点
3-39,中大日岳,なかだいにちだけ,2500,20237,
3-40,大日岳,だいにちだけ,2501,500,
3-41,早乙女岳,さおとめだけ,2050,7586,
3-42,前大日岳,まえだいにちだけ,1778.8,20797,
3-43,雪見平,ゆきみだいら,1566,28652,新規
3-44,大熊山,おおくまやま,1628.5,7587,
3-45,木ノ根山,きのねやま,1134.5,19064,
3-46,細蔵山,ほそぞうやま,1551,7600,
3-47,中山,なかやま,1255,7588,
3-48,クズバ山,くずばやま,1876,7589,
3-49,西大谷山,にしおおたんやま,2086.7,7592,
3-50,立山,たてやま,3015,502,
3-51,別山,べっさん,2880,497,
3-52,真砂岳,まさごだけ,2861,501,
3-53,富士ノ折立,ふじのおりたて,2999,13514,
3-54,大汝山,おおなんじやま,3015,502,
3-55,雄山,おやま,3003,7566,
3-56,浄土山,じょうどさん,2831,505,
3-57,室堂山,むろどうやま,2668,21045,
3-58,国見岳,くにみだけ,2620.8,503,
3-59,天狗山,てんぐやま,2521,7557,
3-60,伽羅陀山,からだせん,2380,18988,
3-61,龍王岳,りゅうおうだけ,2872,504,
3-62,鬼岳,おにだけ,2750,7562,
3-63,獅子岳,ししだけ,2714,7561,
3-64,鷲岳,わしだけ,2617,506,
3-65,鳶山,とんびやま,2616,507,
3-66,越中沢岳,えっちゅうさわだけ,2591.4,508,
3-67,木挽山,こびきやま,2301.1,7565,
3-68,奥木挽山,おくこびきやま,2470,18765,
3-69,スゴノ頭,すごのずこ,2431,19678,
3-70,丸山,まるやま,1962.6,7555,
4-1,不動岳,ふどうだけ,2601,481,
4-2,南沢岳,みなみさわだけ,2625.3,482,
4-3,烏帽子岳,えぼしだけ,2628,483,
4-4,三ツ岳,みつだけ,2844.6,484,
4-5,野口五郎岳,のぐちごろうだけ,2924.3,485,
4-6,真砂岳,まさごだけ,2862,2234,
4-7,赤牛岳,あかうしだけ,2864.2,487,
4-8,水晶岳,すいしょうだけ,2986,488,
4-9,赤岳,あかだけ,2910,28653,新規
4-10,ワリモ岳,わりもだけ,2888,2194,
4-11,池ノ山,いけのやま,2270.7,27398,
4-12,祖父岳,じいだけ,2825,489,
4-13,祖母岳,ばばだけ,2555,28602,
4-14,鷲羽岳,わしばだけ,2924.2,490,
4-15,三俣蓮華岳,みつまたれんげだけ,2842.1,491,
4-16,間山,まやま,2585.2,2229,
4-17,北薬師岳,きたやくしだけ,2900,2228,
4-18,薬師岳,やくしだけ,2926,510,
4-19,太郎山,たろうやま,2372.9,2226,
4-20,北ノ俣岳,きたのまただけ,2662,511,
4-21,赤木岳,あかぎだけ,2622,2186,
4-22,黒部五郎岳,くろべごろうだけ,2839.6,512,
5-1,園家山,そのけやま,17.4,7757,
5-2,宮野山,みやのやま,202,26161,
5-3,尾山,おやま,241.9,26777,
5-4,天神山,てんじんやま,163.1,7715,
5-5,東山,ひがしやま,308.9,27399,
5-6,鋤山,すきやま,407.3,27400,
5-7,御影山,みかげやま,469,28654,新規
5-8,東城山,とうじょうやま,611,26779,
5-9,背戸山,せとやま,391,27401,
5-10,開木山,ひらきやま,245,28655,新規
5-11,大谷山,おおたにやま,311.5,27402,
5-12,荒惣山,あらそやま,404.4,27403,
5-13,笠取山,かさとりやま,432.2,27404,
5-14,兜山,かぶとやま,595,28656,新規
5-15,大杉山,おおすぎやま,734.2,18640,
5-16,大平山,おおだいらやま,1090,18650,
5-17,松倉城山,まつくらじょうやま,430.9,27410,
5-18,金山城山,かなやまじょうやま,301.5,27409,
5-19,坪野城山,つぼのじょうやま,466,27411,
5-20,升方山,ますがたやま,241,27412,
5-21,水尾城山,みずおじょうやま,310,27413,
5-22,虎谷山,とらだんやま,686.9,25993,
5-23,白倉山,しらくらやま,878.3,7694,
5-24,尻高山,しりたかやま,772,7692,
5-25,城山,じょうやま,490,28657,新規
5-26,笠尻山,かさじりやま,629.2,23989,
5-27,城山,じょうやま,348,7693,
5-28,大山（櫛形山）,おおやま（くしがたやま）,210,28658,新規
5-29,升形山,ますがたやま,106.6,7691,
6-1,赤谷ノ頭,あかだんのかしら,1046.1,18258,
6-2,千石城山,せんごくじょうやま,757.3,7585,
6-3,臼越山,うすごえやま,1421.1,25421,
6-4,肉蔵山,にくぞうやま,1101,28659,新規
6-5,大辻山,おおつじやま,1361,7582,
6-6,奥長尾山,おくながおやま,1020,28660,新規
6-7,長尾山,ながおやま,1001,20220,
6-8,前長尾山,まえながおやま,953,26788,
6-9,来拝山,らいはいやま,899.3,7581,
6-10,大丸山,おおまるやま,729,26780,
6-11,一山山,いっさんやま,780,28661,新規
6-12,北山,きたやま,650,28662,新規
6-13,美し山,うつくしやま,504,26781,
6-14,高峰山,たかみねやま,957.7,7584,
6-15,鍋冠山,なべかんむりやま,900,20290,
6-16,塔倉山,とのくらやま,730,7583,
6-17,迯山,にけやま,560,28663,新規
6-18,奥赤谷山,おくあかたんやま,558,27414,
6-19,大柏山,おおかしやま,335,27415,
6-20,あくみ山,あくみやま,750,28664,新規
6-21,ハゲ山,はげやま,455,20436,
6-22,そで山,そでやま,440,28665,新規
6-23,西山,にしやま,400,28666,新規
6-24,峠山,とうげのやま,477,21504,
6-25,丸山,まるやま,444,27416,
6-26,さるくら山,さるくらやま,540,28667,新規
6-27,城ヶ平山,じょうがたいらやま,446.3,7580,
6-28,樫ノ木平山,かしのきだいらやま,390,28668,新規
6-29,経ヶ峰,きょうがみね,292,27421,
6-30,宇津露,うつろ,484.3,27422,
6-31,大観峰,だいかんぼう,332,26848,
6-32,上寺,うわてら,431,27423,
6-33,祝坂,いわいざか,382,27424,
6-34,座主坊山,ざすんぼうやま,478.1,27425,
6-35,池田城の山,いけだじょうのやま,375,27426,
6-36,不動壁山,ふどうかべやま,337,27427,
6-37,尼子谷山,あまごだんやま,333.8,27428,
6-38,千垣山,ちがきやま,660.9,26776,
6-39,尖山,とがりやま,559.2,7544,
6-40,上ノ山,うえのやま,317,27429,
6-41,吉峰山,よしみねやま,339.2,27430,
6-42,神宮山,しんぐうやま,210,28669,新規
6-43,鍬崎山,くわさきやま,2089.7,509,
6-44,大品山,おおしなやま,1420,7551,
6-45,瀬戸蔵山,せとくらやま,1320,7554,
6-46,極楽坂山,ごくらくざかやま,1043.3,7553,
6-47,与四兵衛山,よしべやま,623,7548,
6-48,大坂森山,おおさかもりやま,1792,7550,
6-49,唇ノ頭,くちびるのずこ,1825.9,27433,
6-50,鉢伏山,はちぶせやま,1781.6,7549,
6-51,笹尾ノ頭,ささおのずこ,1396.8,27437,
6-52,鳥ヶ尾山,とりがおやま,1145.1,7547,
6-53,熊尾山,くまおやま,1518.5,7546,
6-54,高杉山,たかすぎやま,1408.9,7545,
6-55,高頭山,たかずこやま,1210,7543,
6-56,水須山,みずすやま,1110,28670,新規
6-57,隠土山,おんどやま,786.5,26789,
6-58,麻谷山,あさだんやま,663,27008,
6-59,丸坪山,まるつぼやま,560,28671,新規
6-60,不動壁山,ふどうかべやま,480,28672,新規
6-61,安蔵山,あんぞうやま,630,28673,新規
6-62,小糸山,こいとやま,780,26862,
6-63,滝又山,たきまたやま,770.1,26861,
6-64,岩竹山,いわたけやま,560,28674,新規
6-65,松ヶ窪,まつがくぼ,430.5,26783,
6-66,マッキン平,まっきんだいら,316,26784,
6-67,割谷山,わりだんやま,761,27007,
6-68,二子山,ふたごやま,736,7542,
6-69,日尾双嶺山,ひおぞれやま,750,20535,
6-70,大双嶺山,おおぞれやま,717,25388,
6-71,薄波山,うすなみやま,753.6,26775,
6-72,小佐波御前山,おざなみごぜんやま,754.2,7541,
6-73,寺地山,てらちやま,2000,9633,
6-74,猪ノ根山,いのねやま,1338,24156,
6-75,和佐府ゼッコ,わさぶぜっこ,1730.9,23702,
6-76,祐延山,すけのべやま,1689,27436,
6-77,瀬戸谷山,せとだんやま,1699,22487,
6-78,東笠山,ひがしかさやま,1687,9631,
6-79,西笠山,にしかさやま,1697,9632,
6-80,横岳,よこだけ,1623,9630,
6-81,高幡山,たかはたやま,1332.2,9629,
6-82,池ノ山,いけのやま,1368.7,14908,
6-83,鼠尾山,ねずおやま,1298,27435,
6-84,六谷山,ろくたんやま,1397.6,21237,
6-85,キラズ山,きらずやま,1187.8,19092,
6-86,奥山西ノ尾,おくのやまにしのお,1120,28675,新規
6-87,奥山,おくのやま,1067.5,22489,
7-1,八ヶ山,はっかやま,31,28676,新規
7-2,呉羽山,くれはやま,76.8,7689,
7-3,城山,じょうやま,145.3,7690,
7-4,高津峰山,たかづみねやま,116.6,7688,
7-5,経嶽山,きょうがくさん,62,27434,
7-6,鳥越山,とりごえやま,77.6,27438,
7-7,丸山,まるやま,70,,
7-8,市兵衛山,いちべやま,70.8,28677,新規
7-9,大澤山,おおざわやま,30,28678,新規
7-10,古能久礼山,このくれやま,30,28679,新規
7-11,ダイジロ山,だいじろやま,263.2,7540,
7-12,猿倉山,さるくらやま,344.7,7538,
7-13,御前山,ごぜんやま,559,7539,
7-14,笹津山,ささづやま,532,7537,
7-15,大乗悟山,だいじょうごさん,590,19790,
7-16,カンナ尾山,かんなおやま,676.3,19026,
7-17,御鷹山,おたかやま,675,7536,
7-18,長山,ながやま,118,28680,新規
7-19,源平山,げんぺいさん,190,28681,新規
7-20,京ヶ峰,きょうがみね,200,28682,新規
7-21,鼻峰,はなみね,295.9,27441,
7-22,別荘山,べっそうやま,195,7534,
7-23,尾道,おどう,587.2,27442,
7-24,城ヶ山,じょうがやま,199.8,28683,新規
7-25,竹原山,たけはらやま,308.4,27440,
7-26,夫婦山,めおとやま,784.1,7535,
7-27,夫婦山女山,めおとやまおんなやま,740,28684,新規
7-28,清水山,しょうずやま,273.7,27443,
7-29,城ヶ山,じょうがやま,259.9,27439,
7-30,上野山,うえのやま,217.6,,
7-31,大峰,おおみね,360.9,27444,
7-32,狢峰,むじなみね,477.3,7532,
7-33,城山,しろやま,639.3,27448,
7-34,御鷹山,おたかやま,807.5,7533,
7-35,向山,むかいやま,542.6,27449,
7-36,森田山,もりたやま,172.5,23976,
7-37,中山,なかやま,158.2,25400,
7-38,野手高津峰山,のでたかづみねやま,140.2,25363,
7-39,猫坂山,ねこさかやま,130,28685,新規
7-40,富士屋権現山,ふじやごんげんやま,161.9,26803,
7-41,亀山,かめやま,133.1,27613,
7-42,増山,ますやま,120,27612,
7-43,天狗山,てんぐやま,192.5,7578,
7-44,ひよどり山,ひよどりやま,197,28686,新規
7-45,頼成山,らんじょうやま,197,,
7-46,オンダン山,おんだんやま,268.8,26096,
7-47,貉ヶ城,むじながしろ,242.8,27450,
7-48,城山,じょうやま,160,7579,
7-49,天鳥山,てんどりやま,521,27452,
7-50,高場,たかば,651.4,26568,
7-51,奥ノ山,おくのやま,632.4,27453,
7-52,ジュッカの山,じゅっかのやま,800,28687,新規
7-53,高尾山,たかおやま,544.1,7529,
7-54,鉢伏山,はちぶせやま,510.3,7530,
7-55,三条山,さんじょうやま,334.5,7528,
7-56,牛岳,うしだけ,987.1,661,
7-57,鉢巻山,はちまきやま,863,22493,
7-58,峯山,むねやま,854,24061,
8-1,洞山,ほらやま,840,7527,
8-2,大谷ノ頭,おおたにのあたま,961,27454,
8-3,西新山,さいしんやま,1110.3,7525,
8-4,唐堀山,からぼりやま,1159.5,7524,
8-5,大高山,おおたかやま,1100.3,7526,
8-6,戸田峰,とだみね,1227.1,7523,
8-7,中尾,なかお,1328.9,27455,
8-8,山神堂,さんしんどう,1450.4,21132,
8-9,白木峰,しらきみね,1596,662,
8-10,小白木峰,こしらきみね,1436.7,7515,
8-11,仁王山,におうざん,1516.6,22490,
8-12,日尾御前山,ひおごぜんやま,1054,23530,
8-13,祖父岳,そふだけ,831.6,7522,
8-14,袖山,そでやま,851.8,7521,
8-15,栃平山,とちびらやま,790,28688,新規
8-16,三ヶ峰,みつがみね,1012.3,22492,
8-17,ウスジョウ山,うすじょうやま,1067.9,27339,
8-18,袖ノ谷山,そでのたんやま,1274.5,27340,
8-19,りゅうこ峰,りゅうこみね,1384.1,21214,
8-20,金剛堂山,こんごうどうざん,1650,663,
8-21,前金剛,まえこんごう,1637.9,22353,
8-22,中金剛,なかこんごう,1650,663,
8-23,奥金剛,おくこんごう,1616,18766,
8-24,奥座峰,おくざみね,1602,22491,
8-25,そばかど峰,そばかどみね,1567,22495,
8-26,白谷山,しらたにやま,1411.1,27456,
8-27,向平,むかいびら,1455,27457,
8-28,御鷹巣山,おたかすやま,1444,26785,
8-29,猿倉山,さるくらざん,1383.1,27458,
8-30,水無山,みずなしやま,1505.7,9614,
8-31,高峰,たかみね,1071.4,7520,
8-32,西山,にしやま,921.4,27293,
8-33,上西山,かみにしやま,992.2,27332,
8-34,尾洞山,おどうやま,943,22418,
8-35,葡萄原,ぶどうはら,1102,27459,
8-36,大明神山,だいみょうじんやま,1001.5,22494,
9-1,後藤山,ごとやま,398,27836,
9-2,大平,おおひら,200.7,27460,
9-3,蔵王山,ざおうやま,507.6,22466,
9-4,石場山,いしばやま,513,23982,
9-5,桝形山,ますがたやま,486,23631,
9-6,大平山,おおひらやま,477.1,27734,
9-7,久江原山,くえはらやま,452.4,27735,
9-8,鏡山,かがみやま,343.5,27461,
9-9,焼山,やけやま,258,27462,
9-10,エボシ山,えぼしやま,277,27463,
9-11,御殿山,ごてんやま,167.2,28689,新規
9-12,三角山,みすまやま,98.9,27464,
9-13,西山,にしやま,226.5,27465,
9-14,風吹,かざふき,320.8,27466,
9-15,碁石ヶ峰,ごいしがみね,461.1,7658,
9-16,蛭子山,えびすやま,75.3,28690,新規
9-17,朝日山,あさひやま,42,28691,新規
9-18,潟山,かたやま,33.2,28692,新規
9-19,長山,ながやま,25,,
9-20,竹里山,ちくりさん,137.4,27467,
9-21,蛇ヶ谷山,じゃがたんやま,166.8,27469,
9-22,菅池山,すがいけやま,233.2,27736,
9-23,法華ヶ峯,ほっけがみね,260,28693,新規
9-24,虹岳,にじだけ,256.1,23983,
9-25,臼ヶ峰,うすがみね,270,7657,
9-26,東山,ひがしやま,206.3,27470,
10-1,大師ヶ岳,たいしがたけ,253.6,7710,
10-2,鉢伏山,はちぶせやま,210.9,7711,
10-3,二上山,ふたがみやま,274,660,
10-4,城山,じょうやま,258.9,7713,
10-5,布尾山,ぬのおやま,30,28694,新規
10-6,布施円山,ふせのまるやま,30,7653,
10-7,三方峰,さんぽうみね,150,7655,
10-8,三千坊山,さんぜんぼうやま,264.2,7656,
10-9,鞍骨山,くらぼねやま,270.3,27474,
10-10,御杯山,おはいやま,230,7654,
10-11,軍頭峯,ぐんとうみね,232,27475,
10-12,大高尾,おおたかお,376.6,28695,新規
10-13,大釜山,おおかまやま,501.7,23984,
10-14,奥山,おくやま,288.9,27477,
10-15,高山,たかやま,232.4,27484,
10-16,清水山,しょうずやま,170,7644,
10-17,城ヶ平山,じょうがひらやま,170,7645,
10-18,元取山,もととりやま,195.8,7647,
10-19,平尻山,ひらじりやま,119,7649,
10-20,奥山,おくやま,200,7648,
10-21,向山,むかいやま,203,7646,
10-22,後尾山,ごおやま,210,27473,
10-23,大嶺山,おおみねさん,397.5,23953,
10-24,下山,しもやま,200,7631,
10-25,焼山,やきやま,260,7628,
10-26,三国山,みくにやま,323.6,7630,
10-27,御来光山,ごらいこうやま,252.6,23954,
10-28,稲葉山,いなばやま,346.9,7633,
10-29,鍋山,なべやま,243,7634,標高を修正
10-30,矢部山,やべやま,221,7638,
10-31,平山,ひらやま,156.1,7637,
10-32,向山,むかいやま,243.9,27737,
10-33,御坊山,ごぼうやま,199.6,7639,
10-34,砂山,すなやま,155,28696,新規
10-35,城山,しろやま,186,7641,
11-1,赤祖父山,あかそふやま,1025.5,7503,
11-2,扇山,おうぎやま,1033,7504,
11-3,大寺山,おおでらやま,927.8,7505,
11-4,八乙女山,やおとめやま,756,672,
11-5,前八乙女山,まえやおとめやま,592,23083,
11-6,丸山,まるやま,271,7501,
11-7,四十寺山,しそじやま,240.6,27682,
11-8,丸山（池田）,まるやま,443.5,28697,新規
11-9,丸山（大野）,まるやま,497,7502,
11-10,瓦山,かわらやま,225,28698,新規
11-11,天摩山,てんまやま,220,28699,新規
11-12,千羽山,せんばやま,80,7513,
11-13,安居山,やっすいやま,130,28700,
11-14,興法寺山,こうぼじのやま,181.9,27683,
11-15,ジャクズイ山,じゃくずいやま,210.3,27684,
11-16,火燈山,ひとぼしやま,92.3,7511,
11-17,小白山,おじろやま,120.9,23509,
11-18,桑山,くわやま,292.5,7500,
11-19,平ヶ原,ひらがはら,241.1,27405,
11-20,国見山,くにみやま,276.8,7508,
11-21,栃波山,となみやま,260,28636,
11-22,矢立山,やたてやま,205.7,7509,
11-23,源氏ヶ峰,げんじがみね,240,7512,
11-24,大窪山,おおくぼやま,238.7,27485,
11-25,枡山,ますやま,279,7510,
11-26,梨ノ木平山,なしのきたいらやま,260,13502,
11-27,松根城の山,まつねじょうのやま,308,23952,
11-28,柿ヶ原山,かきがはらやま,265.8,27730,
11-29,土山,どやま,261.3,28701,新規
11-30,高松山,たかまつやま,326.3,27406,
11-31,坂本山,さかもとやま,405,27407,
11-32,笠取山,かさとりやま,530.6,27706,
11-33,城山,じょうやま,353.4,27486,
11-34,岩崩山,いわくずれやま,648.3,26494,
11-35,前医王,まえいおう,554.2,28714,
11-36,三千坊,さんぜんぼう,789.5,19466,
11-37,御坊山,ごぼうやま,357.4,28702,新規
11-38,ツンボリ山,つんぼりやま,786,27487,
11-39,医王山,いおうぜん,920,28703,新規
11-40,奥医王山,おくいおうぜん,939.1,674,
12-1,飛尾山,ひおやま,866,27488,
12-2,長尾山,ながおやま,562,27489,
12-3,高草嶺,たかそうれい,1075,27490,
12-4,山の神,やまのかみ,902.4,27491,
12-5,杉山,すぎやま,1110.5,22915,
12-6,高清水山,たかしょうずやま,1145,673,
12-7,高落場山,たかおちばやま,1122,7486,
12-8,大滝山,おおたきやま,1040,,
12-9,草沼山,くさぬまやま,1080.7,18770,
12-10,奥つくばね山,おくつくばねやま,995,21556,
12-11,つくばね山,つくばねやま,760,20025,
12-12,とぎのしま山,とぎのしまやま,632,27492,
12-13,雪持山,ゆきもちやま,545,27493,
12-14,樋瀬戸山,ひのせとやま,579,27494,
12-15,高附山,たかつきやま,581.2,27495,
12-16,風吹山,かざふきやま,330,28704,新規
12-17,北横根,きたよこね,602.1,23745,
12-18,横根山,よこねやま,606,21187,
12-19,丸山,まるやま,554,23485,
12-20,タカツブリ山,たかつぶりやま,684,28705,新規
12-21,すぎおい山,すぎおいやま,647,27496,
12-22,笠かぶり山,かさかぶりやま,872,27497,
12-23,八丁山,はっちょうやま,970,27880,
12-24,大ジャラ,おおじゃら,810,27881,
12-25,中ンジャラ,なかんじゃら,715,28706,新規
12-26,ソバツボ山,そばつぼやま,470,28707,新規・標高を修正
12-27,上松尾山,かみまつおやま,770.4,27498,
12-28,天王山,てんのうざん,310,7485,
12-29,越形山,こしがたやま,933.5,27396,
12-30,猪越山,ししごえやま,896,27355,
12-31,高坪山,たかつぼやま,1013.9,7467,
12-32,道谷山,どうだんやま,954,22496,
12-33,鍋床山,なべとこやま,1065.7,22913,
12-34,袴腰山,はかまごしやま,1163,7487,
12-35,奥山,おくやま,1103.9,26170,
12-36,三方山,さんぽうざん,1142,7482,
12-37,中尾,なかお,976.9,27499,
12-38,三方山Ⅰ峰,さんぽうざんいっぽう,1348,28708,新規
12-39,猿ヶ山,さるがやま,1447.8,7454,
12-40,ガンザオ山,がんざおやま,984.6,27500,
12-41,大獅子山,おおじしやま,1127.1,7455,
12-42,タカンボウ山,たかんぼうやま,1119.5,7460,
12-43,阿別当山,あべっとうやま,1056.9,27501,
12-44,御世仏山,みよぶつやま,1031.3,24264,
12-45,マルツンボリ山,まるつんぼりやま,1236.8,7469,
12-46,春木山,はるきやま,1590,21717,
12-47,三ヶ辻山,みつがつじやま,1764.4,665,
12-48,岩長山,いわながやま,1631,27502,
12-49,白子ノ頭,しらこのずこ,1525.6,27503,
12-50,北ソウレ山,きたそうれやま,1551.1,26786,
12-51,人形山,にんぎょうざん,1726,664,
12-52,カラモン峰,からもんほう,1679.3,18997,
12-53,大滝山,おおたきやま,1498.1,7470,
